date,portfolio_return,risk_free_rate,RET_SPY,excess_return,cumulative_return
2021-08-17,-0.8552138034508716,32.72727272727272,0.23546824542519662,-33.58248653072359,0.9914478619654913
2021-08-18,-1.3479826601113132,-13.698630136986301,-0.6555249793050999,12.350647476874988,0.9780833167021521
2021-08-19,0.8759281141442143,7.936507936507953,-1.094495991352129,-7.060579822363739,0.9866506234529003
2021-08-20,0.46432808104287515,-23.529411764705888,0.15483400883464782,23.993739845748763,0.9912319193593768
2021-08-23,1.7091997234375267,1.9230769230769162,0.7957077251852906,-0.21387719963938956,1.0081740525836917
2021-08-24,0.9894019591503675,-1.8867924528301883,0.8796463370624341,2.876194411980556,1.0181489464116005
2021-08-25,0.5604065979230675,5.769230769230771,0.15874435451415092,-5.208824171307704,1.0238547202839754
2021-08-26,-0.07161260102095658,-9.090909090909083,0.2098354800544655,9.019296489888125,1.0231215112881042
2021-08-27,1.738534249621909,5.999999999999983,-0.5903187721369663,-4.261465750378074,1.0409088291770974
2021-08-30,0.17654707572818704,-1.8867924528301883,0.8940976112580046,2.0633395285583753,1.042746523276006
2021-08-31,-0.21086614787531932,-7.692307692307687,0.4397556912826283,7.481441544432368,1.04054772385027
2021-09-01,0.41541673936395623,-10.416666666666675,-0.1481547000420136,10.83208340603063,1.0448703332762148
2021-09-02,-0.0824219979535985,0.0,0.05314908317832767,-0.0824219979535985,1.0440091302715042
2021-09-03,0.04790523745836728,11.627906976744207,0.3076582558654284,-11.580001739285839,1.0445092653244479
2021-09-07,0.49236058413955597,0.0,-0.024272380237877478,0.49236058413955597,1.0496520172445911
2021-09-08,-0.7248454100833412,4.347826086956519,-0.3575527500662146,-5.07267149703986,1.0420436627757466
2021-09-09,0.3013329721191833,-10.416666666666675,-0.12182696141407323,10.717999638785859,1.0451836839155684
2021-09-10,-1.0623186083213874,11.627906976744207,-0.42802333059812625,-12.690225585065594,1.0340805031501943
2021-09-13,0.3497458338083997,0.0,-0.788453828678337,0.3497458338083997,1.037697156628187
2021-09-14,-1.1568181659441468,-6.25,0.2559267241379226,5.093181834055853,1.0256928874128262
2021-09-15,0.6734465430240029,-17.777777777777782,-0.5396569483631097,18.451224320801785,1.0326003807051507
2021-09-16,0.24126237865545885,21.62162162162162,0.8352657766170557,-21.38035924296616,1.0350916569456452
2021-09-17,-0.41369405612440247,-17.777777777777782,-0.15852460480485497,17.36408372165338,1.0308095442854215
2021-09-20,-2.3722366560657884,8.108108108108114,-1.290337008296627,-10.480344764173903,1.006356302421658
2021-09-21,0.1878120890406283,-12.49999999999999,-1.6674218396012574,12.687812089040618,1.008246361216428
2021-09-22,0.5924967707780873,-28.57142857142857,-0.09446133996867667,29.163925342206657,1.014220188348123
2021-09-23,1.493767124212753,19.999999999999996,0.9754860134215891,-18.506232875787244,1.029370276088796
2021-09-24,0.05494256152584098,16.666666666666675,1.2150002283835004,-16.611724105140834,1.0299358384860648
2021-09-27,-1.1534242294525723,0.0,0.16471862448665942,-1.1534242294525723,1.018056308977151
2021-09-28,-2.3424320261246416,-28.57142857142857,-0.28609402806876183,26.22899654530393,0.9942090319516879
2021-09-29,0.0020802578750540946,59.99999999999998,-2.015181637448027,-59.99791974212492,0.9942297140633695
2021-09-30,-0.055810479519183144,-17.499999999999993,0.16831135294659294,17.44418952048081,0.9936748296924285
2021-10-01,2.0442447200942997,30.303030303030276,-1.2222350097824797,-28.258785582935978,1.013987974933322
2021-10-04,-1.7837929993339317,-13.953488372093027,1.1884233583445925,12.169695372759096,0.9959005284223735
2021-10-05,1.3636902895441532,8.108108108108114,-1.2896094325718588,-6.744417818563961,1.0094815272219884
2021-10-06,0.8480132928810704,0.0,1.0405001866368169,0.8480132928810704,1.0180420647620096
2021-10-07,1.1607949843604186,12.5,0.4156084045255027,-11.339205015639582,1.0298594459884463
2021-10-08,-0.8170451257123132,11.111111111111116,0.8645665670269141,-11.92815623682343,1.0214450295833097
2021-10-12,0.28352625596979486,0.0,-0.7239756999954383,0.28352625596979486,1.024341094432477
2021-10-13,1.0854818681343779,1.9999999999999796,-0.2461524304676832,-0.9145181318656017,1.0354601312803906
2021-10-14,1.6506887425331258,-5.88235294117646,0.35976200359761906,7.533041683709586,1.0525523551008549
2021-10-15,0.2566493973214481,6.25,1.6820625947883583,-5.993350602678552,1.055253724376714
2021-10-18,0.8752475614200463,-1.9607843137254832,0.7615819209039643,2.8360318751455296,1.0644898068661155
2021-10-19,0.8691147814680371,0.0,0.29605041828335565,0.8691147814680371,1.0737414451248093
2021-10-20,-0.29028432557771433,9.999999999999986,0.7714841566224706,-10.2902843255777,1.0706245420123803
2021-10-21,0.8869982944669497,-3.6363636363636376,0.39277472039767064,4.523361930830587,1.0801209634401747
2021-10-22,-0.6240303838910735,3.7735849056603765,0.2608253575296704,-4.3976152895514495,1.073380680445531
2021-10-25,0.9267937967603852,9.090909090909083,-0.10361780462531112,-8.164115294148697,1.0833287060075247
2021-10-26,-0.7057331330981502,-8.333333333333325,0.5362817796610075,7.627600200235175,1.075683296388866
2021-10-27,-0.47937617551274725,5.4545454545454675,0.09000109757435482,-5.933921630058215,1.0705267269420076
2021-10-28,1.1390041124296606,0.0,-0.4430213176594422,1.1390041124296606,1.0827200703865356
2021-10-29,0.4965747894295775,0.0,0.964885227122525,0.4965747894295775,1.0880965852961693
2021-11-01,1.2612383863342562,0.0,0.20291499389073486,1.2612383863342562,1.1018200771103168
2021-11-02,-0.22942390435465754,-17.24137931034483,0.17201959716930393,17.01195540599017,1.0992922384704469
2021-11-03,1.0659354011908238,10.416666666666652,0.4043126684636134,-9.350731265475828,1.1110099836028464
2021-11-04,1.0714752586325198,-1.8867924528301883,0.6105217579562838,2.958267711462708,1.122914180698088
2021-11-05,0.17675325598640199,11.538461538461542,0.4712515062833545,-11.36170828247514,1.124898968074405
2021-11-08,-0.26920852474296764,-13.793103448275856,0.3469619412734603,13.523894923532888,1.121870644157603
2021-11-09,-1.063542068424832,0.0,0.08537340191663301,-1.063542068424832,1.1099390779036782
2021-11-10,-2.346188296271458,-4.0000000000000036,-0.33053973940673215,1.6538117037285454,1.0838978171621587
2021-11-12,0.9610652259333325,6.25,0.0323540830852842,-5.288934774066668,1.0943147821675547
2021-11-15,0.09308718953213058,1.9607843137254832,0.754684434094477,-1.8676971241933527,1.0953334490429092
2021-11-16,1.1102367312230497,-3.846153846153833,0.03424144498898052,4.956390577376883,1.107494243323556
2021-11-17,-0.7031273220947698,-14.00000000000001,0.3957811864877981,13.296872677905242,1.0997071487081214
2021-11-18,-0.1301014498414035,0.0,-0.2429253324241376,-0.1301014498414035,1.0982764137636425
2021-11-19,0.20312900727128322,4.651162790697683,0.3396419874396539,-4.4480337834264,1.1005073317400154
2021-11-22,-1.3992119839222823,15.555555555555545,-0.17882613416217996,-16.954767539477828,1.0851089012703659
2021-11-23,-0.4740348373867538,0.0,-0.28151592057839014,-0.4740348373867538,1.0799651070547598
2021-11-24,0.8777535982962905,-3.846153846153833,0.13260046624035127,4.7239074444501234,1.0894445396422774
2021-11-26,-2.0847698026155417,14.54545454545455,0.2669856254939207,-16.630224348070094,1.0667321288635714
